department,salary,mean_work_last_3_months,number_projects,satisfaction_level,last_evaluation,time_in_company,work_accident,left
marketing,medium,272.0,4.0,77.0,61.0,3.0,0.0,0.0
sales,medium,272.3333333333333,6.0,59.0,81.0,5.0,0.0,0.0
sales,medium,279.0,5.0,19.0,51.0,3.0,0.0,0.0
sales,medium,290.0,3.0,78.0,95.0,2.0,0.0,0.0
sales,medium,286.0,3.0,84.0,74.0,3.0,0.0,0.0
sales,medium,284.0,5.0,65.0,77.0,2.0,0.0,0.0
sales,medium,272.6666666666667,2.0,38.0,43.0,6.0,0.0,0.0
sales,medium,269.6666666666667,3.0,12.0,47.0,5.0,0.0,0.0
sales,medium,290.6666666666667,5.0,74.0,81.0,5.0,0.0,0.0
sales,medium,268.3333333333333,4.0,67.0,82.0,2.0,0.0,0.0
sales,high,273.3333333333333,3.0,50.0,79.0,3.0,0.0,0.0
sales,low,277.3333333333333,6.0,99.0,39.0,5.0,1.0,0.0
sales,medium,279.3333333333333,4.0,79.0,89.0,3.0,0.0,0.0
sales,medium,274.0,4.0,72.0,51.0,3.0,0.0,0.0
sales,medium,264.6666666666667,4.0,83.0,57.0,3.0,0.0,0.0
sales,medium,259.3333333333333,5.0,69.0,55.0,2.0,0.0,0.0
sales,low,284.6666666666667,5.0,50.0,89.0,3.0,0.0,0.0
sales,low,281.3333333333333,3.0,82.0,84.0,2.0,1.0,0.0
sales,low,279.6666666666667,4.0,68.0,56.0,3.0,0.0,0.0
sales,low,276.3333333333333,4.0,82.0,69.0,2.0,0.0,0.0
accounting,low,299.3333333333333,2.0,32.0,81.0,3.0,0.0,0.0
accounting,low,304.0,4.0,93.0,86.0,3.0,0.0,0.0
accounting,low,289.6666666666667,4.0,42.0,73.0,5.0,0.0,0.0
hr,low,284.0,3.0,22.0,44.0,6.0,0.0,0.0
hr,low,267.0,3.0,56.0,88.0,3.0,0.0,0.0
hr,low,263.0,4.0,77.0,75.0,3.0,0.0,0.0
hr,low,278.6666666666667,2.0,29.0,48.0,6.0,1.0,0.0
technical,low,271.3333333333333,3.0,97.0,65.0,2.0,0.0,0.0
technical,low,256.0,4.0,91.0,70.0,2.0,0.0,0.0
technical,low,277.3333333333333,4.0,52.0,67.0,3.0,1.0,0.0
technical,low,276.0,2.0,54.0,64.0,3.0,0.0,0.0
technical,low,274.3333333333333,3.0,54.0,98.0,3.0,0.0,0.0
technical,low,278.6666666666667,2.0,67.0,52.0,6.0,0.0,0.0
technical,low,269.0,3.0,72.0,85.0,4.0,0.0,0.0
technical,low,271.0,4.0,68.0,51.0,2.0,0.0,0.0
technical,low,288.3333333333333,3.0,65.0,98.0,2.0,1.0,0.0
technical,low,269.3333333333333,5.0,72.0,98.0,4.0,0.0,0.0
technical,medium,263.6666666666667,5.0,51.0,79.0,3.0,0.0,0.0
support,medium,270.3333333333333,4.0,80.0,58.0,3.0,0.0,0.0
support,medium,281.0,4.0,83.0,93.0,2.0,0.0,0.0
support,medium,264.6666666666667,3.0,15.0,86.0,4.0,0.0,0.0
support,medium,272.0,4.0,50.0,73.0,2.0,0.0,0.0
support,medium,267.3333333333333,2.0,80.0,55.0,3.0,0.0,0.0
support,medium,274.0,4.0,96.0,62.0,2.0,0.0,0.0
support,medium,268.3333333333333,5.0,67.0,70.0,3.0,1.0,0.0
support,medium,269.0,5.0,98.0,96.0,3.0,0.0,0.0
support,medium,283.6666666666667,5.0,88.0,59.0,3.0,0.0,0.0
support,medium,253.0,3.0,85.0,79.0,4.0,0.0,0.0
support,medium,273.3333333333333,5.0,75.0,70.0,3.0,0.0,0.0
technical,high,274.6666666666667,2.0,38.0,77.0,3.0,0.0,0.0
technical,low,277.6666666666667,2.0,55.0,82.0,4.0,0.0,0.0
technical,medium,268.3333333333333,4.0,63.0,89.0,3.0,0.0,0.0
management,medium,275.6666666666667,4.0,78.0,51.0,3.0,0.0,0.0
IT,medium,264.0,5.0,99.0,84.0,2.0,0.0,0.0
IT,medium,256.3333333333333,3.0,72.0,87.0,3.0,0.0,0.0
IT,low,280.3333333333333,5.0,14.0,83.0,6.0,1.0,0.0
IT,low,297.6666666666667,4.0,81.0,67.0,3.0,0.0,0.0
IT,low,280.0,4.0,73.0,86.0,4.0,1.0,0.0
product_mng,low,289.3333333333333,5.0,58.0,80.0,3.0,1.0,0.0
product_mng,low,267.3333333333333,4.0,24.0,85.0,5.0,0.0,0.0
product_mng,low,277.0,3.0,31.0,86.0,5.0,0.0,0.0
product_mng,low,258.6666666666667,3.0,74.0,63.0,2.0,0.0,0.0
IT,low,281.3333333333333,5.0,86.0,69.0,3.0,0.0,0.0
RandD,low,259.0,4.0,22.0,80.0,4.0,0.0,0.0
RandD,low,288.3333333333333,4.0,66.0,70.0,3.0,0.0,0.0
RandD,low,265.6666666666667,5.0,21.0,76.0,2.0,0.0,0.0
RandD,low,268.3333333333333,3.0,95.0,61.0,2.0,0.0,0.0
RandD,low,293.6666666666667,5.0,24.0,55.0,5.0,0.0,0.0
marketing,low,282.3333333333333,3.0,66.0,95.0,3.0,0.0,0.0
marketing,low,259.3333333333333,3.0,88.0,86.0,3.0,0.0,0.0
sales,low,255.0,4.0,67.0,61.0,2.0,0.0,0.0
accounting,low,263.3333333333333,4.0,75.0,58.0,3.0,0.0,0.0
support,low,277.0,3.0,93.0,48.0,3.0,0.0,0.0
technical,low,272.6666666666667,3.0,64.0,71.0,2.0,0.0,0.0
management,low,259.0,3.0,51.0,53.0,3.0,0.0,0.0
marketing,low,282.6666666666667,4.0,98.0,50.0,3.0,0.0,0.0
marketing,medium,282.6666666666667,4.0,72.0,63.0,4.0,1.0,0.0
marketing,medium,256.0,4.0,51.0,75.0,3.0,0.0,0.0
sales,medium,275.6666666666667,4.0,54.0,58.0,3.0,0.0,0.0
sales,medium,276.0,4.0,99.0,76.0,2.0,0.0,0.0
sales,medium,277.0,4.0,44.0,90.0,3.0,0.0,0.0
sales,medium,286.3333333333333,5.0,74.0,48.0,3.0,0.0,0.0
sales,medium,280.6666666666667,3.0,90.0,77.0,3.0,0.0,0.0
sales,medium,283.6666666666667,4.0,86.0,58.0,4.0,0.0,0.0
sales,medium,280.3333333333333,3.0,66.0,52.0,4.0,1.0,0.0
sales,medium,270.6666666666667,4.0,64.0,96.0,5.0,0.0,0.0
sales,medium,281.0,4.0,50.0,59.0,2.0,0.0,0.0
sales,medium,274.6666666666667,4.0,88.0,68.0,4.0,0.0,0.0
sales,high,269.0,5.0,72.0,47.0,6.0,0.0,0.0
sales,low,295.6666666666667,4.0,53.0,53.0,3.0,0.0,0.0
sales,medium,282.0,3.0,83.0,77.0,3.0,0.0,0.0
sales,medium,267.0,4.0,24.0,52.0,5.0,0.0,0.0
sales,medium,272.6666666666667,5.0,66.0,75.0,3.0,1.0,0.0
sales,medium,262.3333333333333,3.0,43.0,63.0,3.0,0.0,0.0
sales,low,269.6666666666667,5.0,75.0,66.0,2.0,0.0,0.0
sales,low,276.6666666666667,6.0,42.0,89.0,5.0,1.0,0.0
sales,low,297.3333333333333,3.0,54.0,74.0,4.0,0.0,0.0
accounting,low,288.6666666666667,3.0,84.0,85.0,4.0,0.0,0.0
accounting,low,273.3333333333333,4.0,95.0,79.0,3.0,0.0,0.0
accounting,low,289.6666666666667,4.0,60.0,61.0,3.0,0.0,0.0
hr,low,264.3333333333333,3.0,95.0,71.0,2.0,1.0,0.0
hr,low,284.3333333333333,3.0,62.0,89.0,3.0,1.0,0.0
hr,low,288.3333333333333,3.0,89.0,73.0,2.0,0.0,0.0
hr,low,260.0,5.0,73.0,93.0,3.0,0.0,0.0
technical,low,288.6666666666667,3.0,86.0,94.0,2.0,0.0,0.0
technical,low,278.0,3.0,76.0,73.0,2.0,0.0,0.0
technical,low,282.0,3.0,91.0,76.0,5.0,0.0,0.0
technical,low,288.6666666666667,5.0,100.0,81.0,2.0,0.0,0.0
technical,low,292.3333333333333,4.0,98.0,78.0,3.0,1.0,0.0
technical,low,270.6666666666667,3.0,65.0,89.0,2.0,0.0,0.0
technical,low,261.3333333333333,4.0,62.0,79.0,2.0,1.0,0.0
technical,low,252.3333333333333,5.0,83.0,82.0,3.0,0.0,0.0
technical,low,274.3333333333333,4.0,75.0,100.0,4.0,0.0,0.0
technical,low,281.6666666666667,4.0,82.0,63.0,4.0,0.0,0.0
technical,low,280.6666666666667,4.0,69.0,68.0,3.0,0.0,0.0
support,medium,280.6666666666667,6.0,41.0,96.0,5.0,1.0,0.0
support,medium,274.0,5.0,52.0,64.0,2.0,0.0,0.0
support,medium,267.6666666666667,3.0,74.0,86.0,2.0,0.0,0.0
support,medium,280.6666666666667,5.0,33.0,96.0,3.0,0.0,0.0
support,medium,293.3333333333333,3.0,80.0,69.0,3.0,0.0,0.0
support,medium,275.6666666666667,4.0,82.0,89.0,3.0,0.0,0.0
support,medium,269.3333333333333,5.0,59.0,65.0,2.0,0.0,0.0
support,medium,282.0,4.0,98.0,80.0,2.0,1.0,0.0
support,medium,264.3333333333333,4.0,93.0,94.0,3.0,0.0,0.0
support,medium,280.6666666666667,4.0,49.0,95.0,3.0,0.0,0.0
support,medium,275.3333333333333,4.0,60.0,94.0,2.0,0.0,0.0
technical,medium,285.0,6.0,34.0,82.0,5.0,1.0,0.0
technical,high,274.0,3.0,71.0,77.0,3.0,0.0,0.0
technical,low,291.6666666666667,5.0,60.0,64.0,2.0,0.0,0.0
management,medium,267.0,6.0,12.0,78.0,5.0,0.0,0.0
IT,medium,282.6666666666667,3.0,16.0,87.0,5.0,1.0,0.0
IT,medium,278.6666666666667,3.0,57.0,61.0,3.0,0.0,0.0
IT,medium,276.0,5.0,72.0,80.0,3.0,0.0,0.0
IT,low,278.0,4.0,91.0,55.0,4.0,0.0,0.0
IT,low,273.3333333333333,4.0,95.0,49.0,6.0,1.0,0.0
product_mng,low,269.3333333333333,3.0,71.0,90.0,2.0,1.0,0.0
product_mng,low,265.0,4.0,90.0,69.0,2.0,0.0,0.0
product_mng,low,294.3333333333333,4.0,66.0,81.0,4.0,0.0,0.0
product_mng,low,288.3333333333333,5.0,48.0,59.0,3.0,0.0,0.0
IT,low,277.6666666666667,5.0,82.0,82.0,2.0,1.0,0.0
RandD,low,284.3333333333333,4.0,83.0,79.0,3.0,0.0,0.0
RandD,low,278.3333333333333,6.0,85.0,82.0,5.0,0.0,0.0
RandD,low,292.6666666666667,3.0,84.0,47.0,4.0,0.0,0.0
RandD,low,262.3333333333333,4.0,99.0,51.0,3.0,0.0,0.0
RandD,low,261.6666666666667,3.0,54.0,72.0,2.0,0.0,0.0
marketing,low,289.0,5.0,64.0,42.0,5.0,0.0,0.0
sales,low,293.0,3.0,67.0,68.0,3.0,0.0,0.0
accounting,low,292.0,2.0,48.0,54.0,3.0,0.0,0.0
support,low,266.6666666666667,4.0,58.0,77.0,3.0,1.0,0.0
technical,low,273.6666666666667,3.0,54.0,59.0,3.0,0.0,0.0
management,low,254.3333333333333,3.0,25.0,65.0,4.0,0.0,0.0
marketing,low,269.6666666666667,3.0,90.0,53.0,3.0,0.0,0.0
marketing,low,285.0,4.0,48.0,39.0,3.0,0.0,0.0
marketing,low,265.6666666666667,5.0,76.0,90.0,3.0,0.0,0.0
sales,medium,276.6666666666667,5.0,72.0,53.0,2.0,0.0,0.0
sales,medium,284.0,4.0,95.0,66.0,2.0,0.0,0.0
sales,medium,272.0,4.0,73.0,55.0,4.0,0.0,0.0
sales,medium,267.3333333333333,3.0,93.0,70.0,2.0,0.0,0.0
sales,medium,280.6666666666667,3.0,89.0,61.0,4.0,0.0,0.0
sales,medium,279.3333333333333,4.0,70.0,97.0,3.0,0.0,0.0
sales,medium,286.0,3.0,98.0,57.0,3.0,0.0,0.0
sales,medium,288.0,5.0,72.0,65.0,3.0,0.0,0.0
sales,medium,269.0,2.0,49.0,69.0,4.0,0.0,0.0
sales,medium,281.0,3.0,15.0,85.0,2.0,0.0,0.0
sales,medium,256.0,4.0,57.0,96.0,3.0,0.0,0.0
sales,medium,258.0,4.0,21.0,81.0,4.0,0.0,0.0
sales,high,260.6666666666667,4.0,46.0,57.0,3.0,0.0,0.0
sales,low,285.3333333333333,3.0,56.0,52.0,3.0,0.0,0.0
sales,medium,293.6666666666667,3.0,81.0,66.0,2.0,1.0,0.0
sales,medium,260.6666666666667,5.0,93.0,59.0,3.0,0.0,0.0
sales,medium,283.3333333333333,3.0,82.0,97.0,5.0,0.0,0.0
sales,medium,268.6666666666667,4.0,76.0,51.0,3.0,0.0,0.0
sales,low,263.3333333333333,3.0,97.0,81.0,2.0,0.0,0.0
accounting,low,294.3333333333333,5.0,38.0,81.0,3.0,1.0,0.0
accounting,low,274.6666666666667,3.0,46.0,49.0,3.0,0.0,0.0
accounting,low,285.6666666666667,4.0,34.0,57.0,3.0,1.0,0.0
hr,low,274.6666666666667,4.0,63.0,76.0,3.0,0.0,0.0
hr,low,283.0,4.0,57.0,56.0,3.0,0.0,0.0
hr,low,297.0,4.0,17.0,76.0,5.0,0.0,0.0
hr,low,282.3333333333333,3.0,74.0,67.0,3.0,1.0,0.0
technical,low,279.3333333333333,4.0,59.0,56.0,3.0,1.0,0.0
technical,low,258.6666666666667,5.0,49.0,61.0,3.0,0.0,0.0
technical,low,275.3333333333333,3.0,49.0,58.0,4.0,1.0,0.0
technical,low,285.3333333333333,4.0,61.0,71.0,3.0,1.0,0.0
technical,low,260.6666666666667,5.0,81.0,79.0,3.0,0.0,0.0
technical,low,285.3333333333333,3.0,74.0,63.0,3.0,0.0,0.0
technical,low,287.6666666666667,3.0,91.0,98.0,4.0,0.0,0.0
technical,low,275.3333333333333,3.0,71.0,66.0,2.0,0.0,0.0
technical,low,284.6666666666667,3.0,73.0,71.0,3.0,0.0,0.0
technical,low,275.6666666666667,3.0,44.0,40.0,6.0,0.0,0.0
technical,low,298.0,2.0,60.0,56.0,4.0,0.0,0.0
support,low,266.0,4.0,73.0,88.0,2.0,0.0,0.0
support,low,285.6666666666667,4.0,80.0,54.0,3.0,0.0,0.0
support,medium,264.6666666666667,3.0,97.0,50.0,2.0,0.0,0.0
support,medium,287.0,4.0,99.0,75.0,2.0,0.0,0.0
support,medium,277.6666666666667,4.0,96.0,82.0,3.0,0.0,0.0
support,medium,285.3333333333333,5.0,24.0,70.0,6.0,1.0,0.0
support,medium,278.6666666666667,2.0,45.0,39.0,3.0,0.0,0.0
support,medium,265.6666666666667,4.0,74.0,96.0,4.0,0.0,0.0
support,medium,269.6666666666667,4.0,60.0,98.0,3.0,0.0,0.0
support,medium,275.0,3.0,67.0,56.0,4.0,0.0,0.0
support,medium,275.0,4.0,57.0,99.0,2.0,0.0,0.0
technical,medium,266.3333333333333,5.0,87.0,71.0,4.0,0.0,0.0
technical,medium,263.0,3.0,25.0,83.0,5.0,1.0,0.0
technical,medium,282.3333333333333,3.0,98.0,84.0,4.0,0.0,0.0
management,high,271.0,2.0,30.0,64.0,3.0,0.0,0.0
IT,low,286.0,5.0,21.0,52.0,2.0,0.0,0.0
IT,medium,270.0,3.0,56.0,70.0,2.0,0.0,0.0
IT,medium,291.6666666666667,3.0,75.0,96.0,2.0,0.0,0.0
IT,medium,273.3333333333333,3.0,50.0,77.0,3.0,0.0,0.0
IT,medium,279.6666666666667,4.0,61.0,92.0,5.0,0.0,0.0
product_mng,low,267.0,5.0,83.0,59.0,4.0,0.0,0.0
product_mng,low,265.3333333333333,3.0,66.0,76.0,4.0,1.0,0.0
product_mng,low,254.0,3.0,84.0,68.0,3.0,0.0,0.0
product_mng,low,271.0,4.0,87.0,57.0,3.0,0.0,0.0
IT,low,293.3333333333333,3.0,48.0,37.0,2.0,0.0,0.0
RandD,low,272.0,4.0,84.0,79.0,3.0,0.0,0.0
RandD,low,274.6666666666667,3.0,49.0,71.0,3.0,0.0,0.0
RandD,low,279.0,3.0,67.0,93.0,3.0,0.0,0.0
RandD,low,268.0,6.0,12.0,93.0,6.0,1.0,0.0
RandD,low,290.0,5.0,99.0,67.0,2.0,0.0,0.0
marketing,low,274.3333333333333,5.0,17.0,59.0,5.0,0.0,0.0
sales,low,264.0,3.0,58.0,66.0,5.0,0.0,0.0
accounting,low,282.0,3.0,50.0,73.0,3.0,0.0,0.0
support,low,301.3333333333333,3.0,35.0,69.0,2.0,1.0,0.0
technical,low,296.3333333333333,6.0,93.0,95.0,3.0,0.0,0.0
management,low,273.0,3.0,73.0,87.0,3.0,0.0,0.0
marketing,low,284.3333333333333,3.0,91.0,54.0,2.0,0.0,0.0
marketing,low,277.0,3.0,72.0,66.0,2.0,0.0,0.0
marketing,low,279.6666666666667,3.0,51.0,39.0,3.0,0.0,0.0
sales,low,275.6666666666667,3.0,55.0,92.0,3.0,0.0,0.0
sales,low,292.0,3.0,66.0,76.0,5.0,0.0,0.0
sales,medium,262.6666666666667,6.0,84.0,41.0,6.0,1.0,0.0
sales,medium,280.3333333333333,4.0,81.0,80.0,2.0,0.0,0.0
sales,medium,272.0,5.0,81.0,69.0,2.0,0.0,0.0
sales,medium,271.3333333333333,5.0,50.0,75.0,3.0,0.0,0.0
sales,medium,271.0,5.0,78.0,68.0,3.0,0.0,0.0
sales,medium,262.3333333333333,3.0,76.0,74.0,3.0,0.0,0.0
sales,medium,272.6666666666667,3.0,49.0,71.0,2.0,0.0,0.0
sales,medium,264.3333333333333,3.0,99.0,61.0,3.0,0.0,0.0
sales,medium,263.3333333333333,4.0,73.0,48.0,5.0,0.0,0.0
sales,medium,280.6666666666667,5.0,88.0,74.0,2.0,0.0,0.0
sales,medium,261.3333333333333,4.0,79.0,91.0,3.0,0.0,0.0
sales,medium,295.6666666666667,3.0,83.0,98.0,2.0,0.0,0.0
sales,high,270.6666666666667,4.0,21.0,44.0,6.0,0.0,0.0
sales,low,274.6666666666667,3.0,87.0,52.0,2.0,1.0,0.0
sales,medium,288.6666666666667,3.0,100.0,89.0,3.0,0.0,0.0
sales,medium,274.6666666666667,3.0,49.0,98.0,3.0,1.0,0.0
sales,medium,280.0,3.0,51.0,63.0,2.0,0.0,0.0
accounting,medium,291.3333333333333,3.0,63.0,64.0,2.0,0.0,0.0
accounting,low,278.6666666666667,4.0,91.0,63.0,3.0,0.0,0.0
accounting,low,268.0,2.0,54.0,50.0,4.0,1.0,0.0
hr,low,277.6666666666667,4.0,100.0,59.0,3.0,0.0,0.0
hr,low,246.66666666666663,5.0,64.0,91.0,3.0,0.0,0.0
hr,low,269.6666666666667,5.0,65.0,96.0,2.0,0.0,0.0
hr,low,274.0,4.0,15.0,93.0,5.0,0.0,0.0
technical,low,288.6666666666667,4.0,81.0,83.0,3.0,1.0,0.0
technical,low,270.3333333333333,3.0,61.0,83.0,4.0,1.0,0.0
technical,medium,254.0,5.0,86.0,55.0,2.0,0.0,0.0
technical,medium,274.6666666666667,3.0,71.0,62.0,2.0,0.0,0.0
technical,medium,274.0,5.0,72.0,82.0,3.0,0.0,0.0
technical,medium,275.0,5.0,84.0,37.0,2.0,0.0,0.0
technical,medium,269.3333333333333,3.0,38.0,74.0,4.0,0.0,0.0
technical,medium,280.3333333333333,4.0,75.0,56.0,3.0,0.0,0.0
technical,medium,283.6666666666667,5.0,93.0,77.0,5.0,0.0,0.0
technical,medium,275.0,4.0,71.0,64.0,3.0,0.0,0.0
technical,medium,278.3333333333333,3.0,75.0,96.0,3.0,0.0,0.0
support,medium,281.3333333333333,4.0,56.0,68.0,2.0,0.0,0.0
support,medium,267.6666666666667,5.0,57.0,82.0,3.0,0.0,0.0
support,medium,279.3333333333333,4.0,63.0,83.0,4.0,0.0,0.0
support,medium,279.6666666666667,4.0,59.0,91.0,3.0,1.0,0.0
support,medium,266.6666666666667,3.0,77.0,62.0,2.0,0.0,0.0
support,medium,255.66666666666663,4.0,65.0,70.0,4.0,0.0,0.0
support,medium,304.6666666666667,4.0,84.0,49.0,3.0,0.0,0.0
support,medium,285.3333333333333,4.0,90.0,45.0,6.0,0.0,0.0
support,medium,278.0,3.0,60.0,83.0,3.0,0.0,0.0
support,medium,273.3333333333333,5.0,90.0,74.0,3.0,0.0,0.0
support,medium,267.3333333333333,5.0,94.0,70.0,2.0,0.0,0.0
technical,medium,275.0,4.0,56.0,90.0,3.0,0.0,0.0
technical,medium,286.6666666666667,5.0,95.0,86.0,3.0,0.0,0.0
technical,medium,285.0,4.0,97.0,85.0,3.0,0.0,0.0
management,medium,270.3333333333333,4.0,55.0,63.0,2.0,0.0,0.0
IT,medium,263.3333333333333,5.0,79.0,60.0,2.0,0.0,0.0
IT,high,273.0,5.0,49.0,76.0,3.0,0.0,0.0
IT,high,270.6666666666667,5.0,49.0,58.0,2.0,0.0,0.0
IT,high,292.0,5.0,57.0,65.0,2.0,0.0,0.0
IT,high,273.3333333333333,4.0,89.0,81.0,4.0,0.0,0.0
product_mng,high,283.0,3.0,66.0,59.0,3.0,0.0,0.0
product_mng,high,297.3333333333333,5.0,94.0,77.0,3.0,0.0,0.0
product_mng,high,265.0,4.0,98.0,95.0,2.0,1.0,0.0
product_mng,high,267.0,5.0,18.0,52.0,6.0,0.0,0.0
IT,high,277.0,3.0,57.0,73.0,3.0,0.0,0.0
RandD,high,273.6666666666667,3.0,67.0,55.0,2.0,0.0,0.0
RandD,high,278.6666666666667,6.0,12.0,61.0,6.0,0.0,0.0
RandD,high,289.3333333333333,3.0,48.0,95.0,2.0,0.0,0.0
RandD,low,275.6666666666667,3.0,61.0,97.0,3.0,0.0,0.0
RandD,low,272.3333333333333,5.0,23.0,52.0,4.0,0.0,0.0
marketing,low,274.3333333333333,3.0,40.0,38.0,2.0,0.0,0.0
sales,low,286.3333333333333,3.0,57.0,60.0,3.0,0.0,0.0
accounting,low,288.0,5.0,95.0,98.0,3.0,0.0,0.0
support,low,283.3333333333333,4.0,93.0,66.0,4.0,0.0,0.0
technical,low,288.6666666666667,3.0,70.0,88.0,5.0,0.0,0.0
management,low,270.3333333333333,4.0,58.0,90.0,3.0,1.0,0.0
marketing,low,269.0,5.0,52.0,95.0,3.0,0.0,0.0
marketing,low,252.66666666666663,5.0,98.0,88.0,3.0,0.0,0.0
marketing,low,282.6666666666667,4.0,93.0,94.0,3.0,1.0,0.0
sales,low,265.6666666666667,5.0,34.0,63.0,3.0,0.0,0.0
sales,low,286.6666666666667,4.0,87.0,75.0,2.0,0.0,0.0
sales,low,268.3333333333333,5.0,52.0,96.0,2.0,1.0,0.0
sales,low,284.3333333333333,4.0,58.0,91.0,4.0,0.0,0.0
sales,medium,286.6666666666667,4.0,65.0,51.0,3.0,1.0,0.0
sales,medium,283.3333333333333,3.0,74.0,59.0,3.0,0.0,0.0
sales,medium,275.3333333333333,5.0,63.0,70.0,3.0,0.0,0.0
sales,medium,286.6666666666667,4.0,74.0,74.0,2.0,0.0,0.0
sales,medium,270.0,4.0,65.0,100.0,3.0,0.0,0.0
sales,medium,287.3333333333333,3.0,48.0,94.0,3.0,1.0,0.0
sales,medium,276.6666666666667,3.0,84.0,75.0,3.0,0.0,0.0
sales,medium,274.6666666666667,3.0,60.0,62.0,2.0,0.0,0.0
sales,medium,272.6666666666667,3.0,56.0,57.0,2.0,0.0,0.0
sales,medium,290.3333333333333,5.0,13.0,80.0,5.0,0.0,0.0
sales,medium,278.0,5.0,83.0,51.0,4.0,0.0,0.0
sales,medium,270.0,2.0,91.0,42.0,3.0,1.0,0.0
sales,high,281.3333333333333,5.0,97.0,97.0,2.0,0.0,0.0
sales,high,274.3333333333333,3.0,90.0,96.0,4.0,0.0,0.0
sales,high,282.6666666666667,4.0,57.0,87.0,3.0,0.0,0.0
accounting,high,274.6666666666667,6.0,84.0,79.0,2.0,0.0,0.0
accounting,high,265.0,4.0,84.0,74.0,2.0,0.0,0.0
accounting,high,263.0,5.0,17.0,93.0,5.0,0.0,0.0
hr,high,279.0,5.0,97.0,86.0,3.0,0.0,0.0
hr,high,293.3333333333333,3.0,94.0,66.0,2.0,0.0,0.0
hr,low,275.3333333333333,5.0,83.0,61.0,2.0,0.0,0.0
hr,low,270.6666666666667,3.0,91.0,73.0,3.0,0.0,0.0
technical,low,292.3333333333333,2.0,90.0,76.0,4.0,0.0,0.0
technical,low,256.6666666666667,3.0,95.0,86.0,2.0,0.0,0.0
technical,low,272.3333333333333,3.0,69.0,95.0,6.0,0.0,0.0
technical,low,285.6666666666667,3.0,49.0,98.0,2.0,0.0,0.0
technical,low,273.6666666666667,6.0,45.0,37.0,2.0,0.0,0.0
technical,low,266.6666666666667,2.0,21.0,90.0,2.0,0.0,0.0
technical,medium,274.0,3.0,67.0,61.0,2.0,0.0,0.0
technical,medium,280.6666666666667,3.0,76.0,62.0,2.0,1.0,0.0
technical,medium,286.6666666666667,5.0,19.0,78.0,6.0,0.0,0.0
technical,medium,263.6666666666667,2.0,52.0,73.0,3.0,0.0,0.0
technical,medium,293.0,5.0,66.0,59.0,2.0,0.0,0.0
support,medium,274.0,3.0,95.0,67.0,3.0,0.0,0.0
support,medium,274.3333333333333,4.0,95.0,78.0,2.0,0.0,0.0
support,medium,286.3333333333333,5.0,57.0,54.0,3.0,0.0,0.0
support,medium,262.6666666666667,5.0,48.0,57.0,3.0,0.0,0.0
support,medium,283.3333333333333,4.0,95.0,50.0,2.0,0.0,0.0
support,medium,293.6666666666667,4.0,70.0,67.0,3.0,0.0,0.0
support,medium,287.0,3.0,48.0,61.0,3.0,1.0,0.0
support,medium,277.0,3.0,62.0,58.0,2.0,0.0,0.0
support,medium,283.6666666666667,3.0,58.0,76.0,3.0,0.0,0.0
support,medium,275.6666666666667,4.0,100.0,87.0,5.0,0.0,0.0
support,medium,272.0,2.0,79.0,65.0,5.0,0.0,0.0
technical,medium,288.6666666666667,3.0,58.0,73.0,2.0,0.0,0.0
technical,medium,275.3333333333333,4.0,59.0,79.0,2.0,0.0,0.0
technical,medium,277.3333333333333,4.0,66.0,80.0,2.0,1.0,0.0
management,medium,270.0,4.0,71.0,59.0,3.0,0.0,0.0
IT,medium,264.6666666666667,5.0,90.0,74.0,3.0,0.0,0.0
IT,medium,267.3333333333333,4.0,74.0,63.0,2.0,0.0,0.0
IT,medium,270.0,5.0,66.0,93.0,3.0,0.0,0.0
IT,high,293.0,2.0,92.0,53.0,2.0,0.0,0.0
IT,low,297.3333333333333,4.0,55.0,51.0,3.0,0.0,0.0
product_mng,medium,277.6666666666667,3.0,51.0,43.0,4.0,0.0,0.0
product_mng,medium,275.6666666666667,5.0,49.0,52.0,4.0,0.0,0.0
product_mng,medium,284.0,5.0,88.0,52.0,4.0,0.0,0.0
product_mng,medium,258.0,4.0,60.0,80.0,2.0,0.0,0.0
IT,medium,287.0,4.0,93.0,65.0,4.0,0.0,0.0
RandD,medium,278.3333333333333,3.0,86.0,59.0,3.0,0.0,0.0
RandD,medium,279.0,4.0,78.0,98.0,3.0,0.0,0.0
RandD,medium,283.3333333333333,3.0,69.0,55.0,3.0,0.0,0.0
RandD,medium,272.0,4.0,84.0,51.0,3.0,0.0,0.0
RandD,medium,263.3333333333333,3.0,48.0,62.0,3.0,1.0,0.0
marketing,low,301.3333333333333,3.0,63.0,86.0,2.0,0.0,0.0
sales,low,275.3333333333333,3.0,54.0,61.0,2.0,0.0,0.0
accounting,low,280.0,4.0,85.0,53.0,2.0,0.0,0.0
support,low,290.0,3.0,51.0,52.0,3.0,0.0,0.0
technical,low,277.6666666666667,5.0,88.0,86.0,3.0,0.0,0.0
management,low,264.3333333333333,3.0,87.0,93.0,3.0,0.0,0.0
marketing,low,272.6666666666667,4.0,54.0,50.0,3.0,0.0,0.0
marketing,high,284.0,5.0,96.0,67.0,3.0,0.0,0.0
marketing,low,252.3333333333333,4.0,58.0,75.0,2.0,0.0,0.0
sales,high,291.6666666666667,5.0,21.0,57.0,3.0,0.0,0.0
sales,high,300.6666666666667,5.0,50.0,56.0,2.0,0.0,0.0
